Fuel Type Code,Station Name,City,State,ZIP,Groups With Access Code,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,,,,
ELEC,Sweet Earth Farm,Friday Harbor,WA,98250,Public - Call ahead,,1,,,,,
ELEC,Odd Fellows Hall,Eastsound,WA,98245,Public,,1,,,,,
ELEC,Rosario Resort,Eastsound,WA,98245,Public - Call ahead,,2,,,,,
ELEC,Doe Bay Resort,Olga,WA,98279,Public,,1,,,,,
ELEC,Lopez Island Library,Lopez,WA,98261,Public - Call ahead,,1,,,,,
ELEC,Lopez Community Land Trust,Lopez,WA,98261,Public,,1,,,,,
ELEC,CENTRAL PIERCE CPFR 60 1,Spanaway,WA,98445,Public,,2,,,,,
ELEC,CENTRAL PIERCE CPFR 60 2,Spanaway,WA,98387,Public,,2,,,,,
ELEC,RPNW FC #1,Seattle,WA,98101,Public,,2,,,,,
ELEC,Costco,Issaquah,WA,98027,Public,,2,,,,,
ELEC,Hampton Inn,Redmond,WA,98053,Public - Call ahead,,4,,,,,
ELEC,Hampton Inn,Woodinville,WA,98072,Public - Call ahead,,2,,,,,
ELEC,FRED MEYER - #095 Everett,Everett,WA,98204,Public,,2,,,,,
ELEC,Clark Public Utilities - Administration Building,Vancouver,WA,98663,Public,,,2,,,,
ELEC,MasterPark Valet Garage,SeaTac,WA,98188,Public,,4,,,,,
ELEC,Thurston County Juvenile Court,Tumwater,WA,98512,Public,,2,,,,,
ELEC,FRED MEYER - #688 Alderwood,Lynnwood,WA,98037,Public,,2,,,,,
ELEC,305 2nd Street Location,Langley,WA,98260,Public,,2,,,,,
ELEC,Port of Poulsbo,Poulsbo,WA,98370,Public,,4,,,,,
ELEC,FRED MEYER - #608 Ballard,Seattle,WA,98107,Public,,2,,,,,
ELEC,The Landmark Business Office,Renton,WA,98057,Public,,4,,,,,
ELEC,Everett Community College,Everett,WA,98201,Public,,6,,,,,
ELEC,Haselwood Family YMCA Silverdale,Silverdale,WA,98383,Public,,2,2,,,,
ELEC,PSEJATC,Renton,WA,98057,Public,,3,,,,,
ELEC,Skagit Valley College,Mt. Vernon,WA,98273,Public,,2,,,,,
ELEC,Bellevue College - Garage,Bellevue,WA,98007,Public,,2,,,,,
ELEC,FRED MEYER - #023 Bellevue,Bellevue,WA,98007,Public,,2,,,,,
ELEC,Legacy Salmon Creek Hospital,Vancouver,WA,98686,Public,,2,,,,,
ELEC,Cowlitz County - Public Utility District,Longview,WA,98632,Public,,2,,,,,
ELEC,Walgreens Store #7480,Auburn,WA,98002,Public,,2,2,,,,
ELEC,McLendon Hardware Tacoma,Tacoma,WA,98406,Public,,2,,,,,
ELEC,King County Housing Authority - Section 8 Office,Tukwila,WA,98188,Public,,1,,,,,
ELEC,First Hill Medical Building,Seattle,WA,98104,Public,,1,,,,,
ELEC,McLendon Hardware,Renton,WA,98057,Public,,1,,,,,
ELEC,Sumner School District - Parking Lot,Sumner,WA,98390,Public,,3,,,,,
ELEC,Olympic Medical Center,Port Angeles,WA,98362,Public,,2,,,,,
ELEC,South Lake Union Discovery Center,Seattle,WA,98109,Public,,1,,,,,
ELEC,Meadowbrook Apartments,Shoreline,WA,98177,Public,,1,,,,,
ELEC,4th & Madison,Seattle,WA,98104,Public,,4,,,,,
ELEC,The Bravern,Bellevue,WA,98004,Public,,3,,,,,
ELEC,Lake Washington Institute of Technology,Kirkland,WA,98034,Public,,2,,,,,
ELEC,Seola Gardens,Seattle,WA,98146,Public,,1,,,,,
ELEC,112th & 12th,Bellevue,WA,98004,Public,,3,,,,,
ELEC,Harborview Medical Center,Seattle,WA,98104,Public,,6,,,,,
ELEC,Harvard Market,Seattle,WA,98122,Public,,2,,,,,
ELEC,Seattle Cancer Care Alliance,Seattle,WA,98109,Public,,1,,,,,
ELEC,George F. Russell Jr. Hall,Seattle,WA,98105,Public,,3,,,,,
ELEC,Walgreens Store #12168,Bremerton,WA,98312,Public,,2,2,,,,
ELEC,SEARS - Store #1059 (Shoreline Store),Shoreline,WA,98133,Public,,3,,,,,
ELEC,Plymouth Congregational Church,Seattle,WA,98101,Public,,2,,,,,
ELEC,520 Pike Tower,Seattle,WA,98101,Public,,3,,,,,
ELEC,Bellevue College - Lot C7 Snoqualmie River Road,Bellevue,WA,98005,Public,,2,2,,,,
ELEC,Washington State Parks and Recreation Commission,Tumwater,WA,98512,Public,,2,,,,,
ELEC,FRED MEYER - #460 Salmon Creek,Vancouver,WA,98685,Public,,1,2,,,,
ELEC,FRED MEYER - #391 Totem Lake,Kirkland,WA,98034,Public,,2,2,,,,
ELEC,Belfair Log Plaza,Belfair,WA,98528,Public,,2,,,,,
ELEC,FRED MEYER - #179 Lake City Way,Seattle,WA,98125,Public,,1,2,,,,
ELEC,FRED MEYER - #664 Redmond,REDMOND,WA,98052,Public,,2,,,,,
ELEC,FRED MEYER - #682 Maple Valley,Maple Valley,WA,98038,Public,,4,,,,,
ELEC,FRED MEYER - #172 Kent,Kent,WA,98030,Public,,2,,,,,
ELEC,Lake Union Building,Seattle,WA,98109,Public,,2,,,,,
ELEC,Evergreen State College - Parking Lot C,Olympia,WA,98505,Public,,1,,,,,
ELEC,Walgreens Store #7677,Auburn,WA,98092,Public,,2,2,,,,
ELEC,Clark County - Public Service Center (1st Floor),Vancouver,WA,98660,Public,,4,,,,,
ELEC,Tahoma Market (I-5 Exit 137),Fife,WA,98424,Public,,4,2,,,,
ELEC,DC CORRIDOR SO SEATTLE COL,Seattle,WA,98106,Public,,,1,,,,
ELEC,VM CHARGERS VM BAINBRIDGE 1,Bainbridge Island,WA,98110,Public,,2,,,,,
ELEC,King County Housing Authority,Shoreline,WA,98113,Public,,1,,,,,
ELEC,Highline Community College,Des Moines,WA,98198,Public,,2,,,,,
ELEC,BARKLEY VILLAGE REGAL CINEMA 2,Bellingham,WA,98226,Public,,2,,,,,
ELEC,Camaray Motel,Oroville,WA,98844,Public,,1,,,,,
ELEC,Smokiam Park,Soap Lake,WA,98851,Public,,1,,,,,
ELEC,Mountain View Lodge & Resort,Manson,WA,98831,Public,,1,,,,,
ELEC,SCAFCO Steel Stud Co,Spokane,WA,99202,Public,,2,,,,,
ELEC,STADIUMPLACE NEW STATION 7,Seattle,WA,98104,Public,,1,,,,,
ELEC,STADIUMPLACE NEW STATION 1,Seattle,WA,98134,Public,,1,,,,,
ELEC,BASKIN ROBBINS B-R #1,Olympia,WA,98502,Public,,2,,,,,
ELEC,DC CORRIDOR N SEA COLLEGE,Seattle,WA,98103,Public,,,1,,,,
ELEC,LHM HONDA STATION 01,Spokane,WA,99201,Public,,2,,,,,
ELEC,North Division Bicycle,Spokane,WA,99218,Public,,1,,,,,
ELEC,Sacred Heart Hospital,SPOKANE,WA,99204,Public,,3,,,,,
ELEC,Whitworth University,Spokane,WA,99251,Public,,8,,,,,
ELEC,Port of Clarkston,Clarkston,WA,99403,Public,,2,,,,,
ELEC,Rosalia - E 6th St,Rosalia,WA,99170,Public,,2,1,,,,
ELEC,Mountain Gear Inc,Spokane Valley,WA,99212,Public,,1,,,,,
ELEC,CITY OF LIBERTY LAKE,Liberty Lake,WA,99019,Public,,2,,,,,
ELEC,Frencken America Inc,Liberty Lake,WA,99019,Public,,2,,,,,
ELEC,Rock Pointe,Spokane,WA,99201,Public,,3,,,,,
ELEC,STCU Valley,Spokane,WA,99216,Public,,2,,,,,
ELEC,Kendall Yards,Spokane,WA,99201,Public,,2,1,,,,
ELEC,Deer Park Chevron,Deer Park,WA,99006,Public,,2,,,,,
ELEC,805 156th NE Bellevue WA,Bellevue,WA,98007,Public,,2,,,,,
ELEC,AGR Olympia,Olympia,WA,98501,Public,,2,,,,,
ELEC,Avista Pullman,Pullman,WA,99163,Public,,2,,,,,
ELEC,Liberty Lake Park and Ride L2,Liberty Lake,WA,99019,Public,,2,,,,,
ELEC,North Beacon Hill,Seattle,WA,98144,Public,,,2,,,,
ELEC,River Park Square,Spokane,WA,99201,Public,,4,,,,,
ELEC,Huckleberrys Natural Market,Spokane,WA,99204,Public,,2,,,,,
ELEC,WA State Dept of Licensing,Spokane,WA,99208,Public,,2,,,,,
ELEC,Meadowwood Technology Campus,Liberty Lake,WA,99019,Public,,2,,,,,
ELEC,LNI Bellevue 120th NE,Bellevue,WA,98005,Public,,2,,,,,
ELEC,Kennewick,Kennewick,WA,99337,Public,,1,1,,,,
ELEC,Ellensburg,Ellensburg,WA,98926,Public,,1,1,,,,
ELEC,Spokane Community College,Spokane,WA,99217,Public,,2,,,,,
ELEC,SFCC,Spokane,WA,99224,Public,,4,,,,,
ELEC,Steam Plant Square,Spokane,WA,99201,Public,,4,,,,,
ELEC,Benton Public Utility District - Southridge,Kennewick,WA,99336,Public,,1,1,,,,
ELEC,UWB CASCADIA CC SOUTH DUAL 5,Bothell,WA,98011,Public,,2,,,,,
ELEC,LINC SQUARE EXP LSS P2 106-107,Bellevue,WA,98004,Public,,2,,,,,
ELEC,LINC SQUARE EXP LSS P2 109-110,Bellevue,WA,98004,Public,,2,,,,,
ELEC,LINC SQUARE EXP LSS P2 100-101,Bellevue,WA,98004,Public,,2,,,,,
ELEC,LINC SQUARE EXP LSS P2 92-93,Bellevue,WA,98004,Public,,2,,,,,
ELEC,ELUMINOCITY ZOO OTTER DB57,Seattle,WA,98103,Public,,2,,,,,
ELEC,DC CORRIDOR SEAHAWK 12A,Seattle,WA,98134,Public,,,1,,,,
ELEC,PW PARKING PARK PLAZA 01,Tacoma,WA,98402,Public,,2,,,,,
ELEC,PW PARKING PKG-PAC PLAZA,Tacoma,WA,98402,Public,,2,,,,,
ELEC,QBRC QBRC 1,Ocean Shores,WA,98569,Public,,2,,,,,
ELEC,PORT VANCOUVER ADMIN,Vancouver,WA,98660,Public,,2,,,,,
ELEC,BLOCK C LOT 8 STARBUCKS WOODI,Woodinville,WA,98072,Public,,2,,,,,
ELEC,THE101 EV STATION 01,Kirkland,WA,98033,Public,,2,,,,,
ELEC,ESSEX HIGHLANDS,Issaquah,WA,98029,Public,,2,,,,,
ELEC,LeMay-America's Car Museum,Tacoma,WA,98421,Public - Card key at all times,,2,2,,,,
ELEC,KITSAP COUNTY KITSAP CRTHSE,Port Orchard,WA,98366,Public,,1,,,,,
ELEC,BLACKRIVER JSH DUAL #1,Renton,WA,98057,Public,,2,,,,,
ELEC,BLACKRIVER BLACKRIVER #3,Renton,WA,98057,Public,,1,,,,,
ELEC,CHARGEPOINT CENTRAL MARKET,Poulsbo,WA,98370,Public,,2,,,,,
ELEC,MTE EDMONDS SCHOOL,Mountlake Terrace,WA,98043,Public,,2,,,,,
ELEC,CCP PARK 1,Kent,WA,98042,Public,,2,,,,,
ELEC,Visitor Center - Tesla Supercharger,Aberdeen,WA,98520,Public,,,8,,,,
ELEC,Angel of the Winds Casino - Tesla Supercharger,Arlington,WA,98223,Public,,,16,,,,
ELEC,Fairfield Inn & Suites Burlington - Tesla Supercharger,Burlington,WA,98233,Public,,,8,,,,
ELEC,Centralia Outlets - Tesla Supercharger,Centralia,WA,98531,Public,,,20,,,,
ELEC,Holiday Inn Express Ellensburg - Tesla Supercharger,Ellensburg,WA,98926,Public,,,5,,,,
ELEC,Fred Meyer - Tesla Supercharger,Kennewick,WA,99336,Public,,,8,,,,
ELEC,Fred Meyer - Tesla Supercharger,Lynnwood,WA,98087,Public,,,10,,,,
ELEC,Best Western Plus Bronco Inn - Tesla Supercharger,Ritzville,WA,99169,Public,,,4,,,,
ELEC,Holiday Inn Express & Suites - Tesla Supercharger,Sequim,WA,98382,Public,,,8,,,,
ELEC,Fred Meyer Salmon Creek - Tesla Supercharger,Vancouver,WA,98685,Public,,,12,,,,
ELEC,Dan's Food Market - Tesla Supercharger,Leavenworth,WA,98826,Public,,,16,,,,
ELEC,Olympic National Park - Sol Duc Hot Springs Resort,Port Angeles,WA,98363,Public,,2,,,,,
ELEC,DC CORRIDOR NORTHGATE DC1,Seattle,WA,98115,Public,,,1,,,,
ELEC,Yakima,Yakima,WA,98901,Public,,1,1,,,,
ELEC,Pasco,pasco,WA,99301,Public,,1,1,,,,
ELEC,Wandermere,Spokane,WA,99218,Public,,2,1,,,,
ELEC,FACEBOOK SEA FACEBOOK SEA 6,Seattle,WA,98109,Public,,2,,,,,
ELEC,1101 WESTLAKE FB WESTLAKE 2,Seattle,WA,98109,Public,,2,,,,,
ELEC,TAO FAWU FARM STATION 1,Everson,WA,98247,Public,,1,,,,,
ELEC,STEVENS PASS SPMR DUAL #2,Skykomish,WA,98288,Public,,2,,,,,
ELEC,STEVENS PASS SPMR DUAL #1,Skykomish,WA,98288,Public,,2,,,,,
ELEC,Seabrook Street Parking,Copalis Crossing,WA,98356,Public,,1,,,,,
ELEC,Gull Wing Inn,Moclips,WA,98562,Public,,1,,,,,
ELEC,Washington State Department of Ecology - Public Parking Lot,Spokane,WA,99205,Public,,12,,,,,
ELEC,AMLI MARK 24 MARK 24 1,Seattle,WA,98107,Public,,2,,,,,
ELEC,KIRKLAND MARINA DUAL 2,Kirkland,WA,98033,Public,,2,,,,,
ELEC,Ilani Casino Resort,Ridgefield,WA,98642,Public,,5,,,,,
ELEC,DC CORRIDOR SEATTLE MINI,Seattle,WA,98125,Public,,,1,,,,
ELEC,DC CORRIDOR PAC SCI L2,Seattle,WA,98109,Public,,2,,,,,
ELEC,UWMC SURGERY STATION 2,Seattle,WA,98195,Public,,2,,,,,
ELEC,BMGF EV STATION 02,Seattle,WA,98109,Public,,2,,,,,
ELEC,Pacific Raceways,Kent,WA,98042,Public - Call ahead,,2,,,,,
ELEC,Fred Meyer - Tesla Supercharger,Issaquah,WA,98029,Public,,,8,,,,
ELEC,Bedrooms & More,Seattle,WA,98105,Public,,1,,,,,
ELEC,ISD411 ADMIN CENTER 1,Issaquah,WA,98029,Public,,2,,,,,
ELEC,Guy Waring Guest House,Winthrop,WA,98862,Public,,1,,,,,
ELEC,Grand Mound Liquor Store,Rochester,WA,98579,Public,,2,,,,,
ELEC,KING COUNTY DOT BELLEVUE #1,Bellevue,WA,98005,Public,,2,,,,,
ELEC,ALJOYA 1 EV CHARGER,Mercer Island,WA,98040,Public,,2,,,,,
ELEC,Colville City Hall,Colville,WA,99114,Public,,2,,,,,
ELEC,Somerset Gardens Apartments,Bellevue,WA,98007,Public,,1,,,,,
ELEC,INSIGNIA 953 215 216,Seattle,WA,98121,Public,,2,,,,,
ELEC,Harvest Chevrolet,Yakima,WA,98901,Public - Call ahead,,2,1,,,,
ELEC,Cascade Chevrolet,Wenatchee,WA,98801,Public - Call ahead,,1,1,,,,
ELEC,Angel of the Winds Casino - Tesla Destination,Arlington,WA,98223,Public,,3,,,,,
ELEC,Alexander's Lodge & Restaurant - Tesla Destination,Ashford,WA,98304,Public,,2,,,,,
ELEC,Courtyard by Marriott Seattle Bellevue/Downtown - Tesla Destination,Bellevue,WA,98004,Public - Call ahead,,2,,,,,
ELEC,Marriott Bellevue - Tesla Destination,Bellevue,WA,98004,Public,,3,,,,,
ELEC,Marriott AC Bellevue - Tesla Destination,Bellevue,WA,98004,Public,,4,,,,,
ELEC,Hilton Bellevue - Tesla Destination,Bellevue,WA,98004,Public,,3,,,,,
ELEC,Hotel Bellwether - Tesla Destination,Bellingham,WA,98225,Public,,3,,,,,
ELEC,Best Western Plus Heritage Inn - Tesla Destination,Bellingham,WA,98226,Public,,1,,,,,
ELEC,Oxford Suites Bellingham - Tesla Destination,Bellingham,WA,98226,Public,,2,,,,,
ELEC,Hamilton Cellars - Tesla Destination,Benton City,WA,99320,Public,,3,,,,,
ELEC,Semiahmoo Resort & Spa - Tesla Destination,Blaine,WA,98230,Public,,1,,,,,
ELEC,Carson Ridge Luxury Cabins - Tesla Destination,Carson,WA,98610,Public,,2,,,,,
ELEC,Hotel Cathlamet - Tesla Destination,Cathlamet,WA,98612,Public - Call ahead,,1,,,,,
ELEC,Fielding Hills Winery - Tesla Destination,Chelan,WA,98816,Public - Call ahead,,1,,,,,
ELEC,Suncadia Resort - Tesla Destination,Cle Elum,WA,98922,Public - Call ahead,,3,,,,,
ELEC,The Four Points by Sheraton Seattle Airport South - Tesla Destination,Des Moines,WA,98198,Public,,6,,,,,
ELEC,Best Western Plus Evergreen Inn & Suites - Tesla Destination,Federal Way,WA,98003,Public,,2,,,,,
ELEC,Quillayute River Resort - Tesla Destination,Forks,WA,98331,Public,,2,,,,,
ELEC,Island Athletic Club - Tesla Destination,Freeland,WA,98249,Public,,2,,,,,
ELEC,Ocean5 - Tesla Destination,Gig Harbor,WA,98335,Public,,3,,,,,
ELEC,Best Western Wesley Inn - Tesla Destination,Gig Harbor,WA,98335,Public,,1,,,,,
ELEC,Holiday Inn Seattle-Issaquah - Tesla Destination,Issaquah,WA,98027,Public,,3,,,,,
ELEC,Badger Mountain Vineyard & Powers Winery - Tesla Destination,Kennewick,WA,99338,Public - Call ahead,,3,,,,,
ELEC,Hampton Inn Kennewick at Southridge - Tesla Destination,Kennewick,WA,99338,Public,,3,,,,,
ELEC,Saratoga Inn - Tesla Destination,Langley,WA,98260,Public,,2,,,,,
ELEC,The Inn at Langley - Tesla Destination,Langley,WA,98260,Public,,2,,,,,
ELEC,Mountain Springs Lodge - Tesla Destination,Leavenworth,WA,98826,Public,,1,,,,,
ELEC,Sleeping Lady Mountain Resort - Tesla Destination,Leavenworth,WA,98826,Public - Call ahead,,4,,,,,
ELEC,Alta Cellars - Tesla Destination,Manson,WA,98831,Public,,2,,,,,
ELEC,Hard Row to Hoe Vineyards - Tesla Destination,Manson,WA,98831,Public - Call ahead,,1,,,,,
ELEC,Moonstone Beach Motel - Tesla Destination,Moclips,WA,98562,Public,,3,,,,,
ELEC,Fairfield Inn & Suites by Marriott Moses Lake - Tesla Destination,Moses Lake,WA,98837,Public,,1,,,,,
ELEC,Adytum Sanctuary - Tesla Destination,Mossyrock,WA,98564,Public,,3,,,,,
ELEC,Hobuck Beach  Resort - Tesla Destination,Neah Bay,WA,98357,Public,,2,,,,,
ELEC,Hobuck Beach Resort  RV Camping - Tesla Destination,Neah Bay,WA,98357,Public,,2,,,,,
ELEC,Swantown Inn & Spa - Tesla Destination,Olympia,WA,98501,Public,,2,,,,,
ELEC,Hotel RL by Red Lion - Tesla Destination,Olympia,WA,98502,Public,,3,,,,,
ELEC,Veranda Beach Resort - Tesla Destination,Oroville,WA,98844,Public - Call ahead,,4,,,,,
ELEC,Red Lion Hotel Pasco - Tesla Destination,Pasco,WA,99301,Public,,3,,,,,
ELEC,Camaraderie Cellars - Tesla Destination,Port Angeles,WA,98363,Public,,2,,,,,
ELEC,Colette's Bed and Breakfast - Tesla Destination,Port Angeles,WA,98362,Public,,1,,,,,
ELEC,"George Washington Inn, a Select Registry Property - Tesla Destination",Port Angeles,WA,98362,Public,,2,,,,,
ELEC,Holiday Inn Express Pullman - Tesla Destination,Pullman,WA,99163,Public,,3,,,,,
ELEC,Hampton Inn and Suites Puyallup - Tesla Destination,Puyallup,WA,98371,Public,,2,,,,,
ELEC,Cave B Estate Winery & Resort - Tesla Destination,Quincy,WA,98848,Public,,3,,,,,
ELEC,Seattle Marriott Redmond - Tesla Destination,Redmond,WA,98052,Public - Call ahead,,3,,,,,
ELEC,Homewood Suites Richland - Tesla Destination,Richland,WA,99352,Public,,4,,,,,
ELEC,Hampton Inn Richland/Tri-Cities - Tesla Destination,Richland,WA,99352,Public,,3,,,,,
ELEC,Thompson Seattle - Tesla Destination,Seattle,WA,98101,Public,,2,,,,,
ELEC,Hotel 1000 - Tesla Destination,Seattle,WA,98104,Public,,3,,,,,
ELEC,Motif Seattle - Tesla Destination,Seattle,WA,98101,Public - Call ahead,,4,,,,,
ELEC,Hotel Theodore - Tesla Destination,Seattle,WA,98101,Public,,3,,,,,
ELEC,Cedarbrook Lodge - Tesla Destination,Seattle,WA,98188,Public,,2,,,,,
ELEC,Seattle Marriott Waterfront - Tesla Destination,Seattle,WA,98121,Public,,3,,,,,
ELEC,Bedrooms & More - Tesla Destination,Seattle,WA,98105,Public,,2,,,,,
ELEC,400 Fairview - Tesla Destination,Seattle,WA,98109,Public,,6,,,,,
ELEC,The Fairmont Olympic Hotel - Tesla Destination,Seattle,WA,98101,Public - Call ahead,,3,,,,,
ELEC,Residence Inn by Marriott Seattle University Distric - Tesla Destination,Seattle,WA,98105,Public - Call ahead,,2,,,,,
ELEC,Hampton Inn and Suites Seattle-Downtown - Tesla Destination,Seattle,WA,98109,Public - Call ahead,,2,,,,,
ELEC,Four Points by Sheraton Downtown Seattle Center - Tesla Destination,Seattle,WA,98109,Public - Call ahead,,2,,,,,
ELEC,Hotel Max - Tesla Destination,Seattle,WA,98101,Public,,1,,,,,
ELEC,Shafer Baillie Mansion Bed & Breakfast - Tesla Destination,Seattle,WA,98112,Public - Call ahead,,1,,,,,
ELEC,Four Seasons Hotel Seattle - Tesla Destination,Seattle,WA,98101,Public,,2,,,,,
ELEC,Shelburne Inn Restaurant & Pub - Tesla Destination,Seaview,WA,98644,Public - Call ahead,,2,,,,,
ELEC,Lost Mountain Lodge - Tesla Destination,Sequim,WA,98382,Public - Call ahead,,2,,,,,
ELEC,GreenHouse Inn by the Bay - Tesla Destination,Sequim,WA,98382,Public,,2,,,,,
ELEC,Snoqualmie Casino - Tesla Destination,Snoqualmie,WA,98065,Public,,4,,,,,
ELEC,The Davenport Hotel - Tesla Destination,Spokane,WA,99201,Public,,1,,,,,
ELEC,The Davenport Tower - Tesla Destination,Spokane,WA,99201,Public,,1,,,,,
ELEC,Oxford Suites Spokane - Tesla Destination,Spokane,WA,99201,Public,,3,,,,,
ELEC,Hampton Inn Airport Spokane - Tesla Destination,Spokane,WA,99224,Public,,3,,,,,
ELEC,DoubleTree by Hilton Spokane City Center - Tesla Destination,Spokane,WA,99201,Public,,2,,,,,
ELEC,The Davenport Grand Hotel - Tesla Destination,Spokane,WA,99201,Public,,1,,,,,
ELEC,The Hotel Lusso - Tesla Destination,Spokane,WA,99201,Public,,1,,,,,
ELEC,Hilton Garden Inn Spokane Airport - Tesla Destination,Spokane,WA,99224,Public,,3,,,,,
ELEC,Oxford Suites Spokane Valley - Tesla Destination,Spokane Valley,WA,99216,Public,,3,,,,,
ELEC,Skamania Lodge - Tesla Destination,Stevenson,WA,98648,Public,,8,,,,,
ELEC,Hotel Murano - Tesla Destination,Tacoma,WA,98444,Public,,2,,,,,
ELEC,Best Western Plus Tacoma Dome Hotel - Tesla Destination,Tacoma,WA,98421,Public,,2,,,,,
ELEC,Alderbrook Resort & Spa - Tesla Destination,Union,WA,98592,Public,,3,,,,,
ELEC,Heathman Lodge - Tesla Destination,Vancouver,WA,98662,Public,,6,,,,,
ELEC,Dunham Wine Cellars - Tesla Destination,Walla Walla,WA,99362,Public - Call ahead,,1,,,,,
ELEC,Pepper Bridge Winery - Tesla Destination,Walla Walla,WA,99362,Public,,2,,,,,
ELEC,Inn at Abeja - Tesla Destination,Walla Walla,WA,99362,Public,,1,,,,,
ELEC,Amavi Cellars - Tesla Destination,Walla Walla,WA,99362,Public,,2,,,,,
ELEC,Marcus Whitman Hotel - Tesla Destination,Walla Walla,WA,99362,Public,,3,,,,,
ELEC,Corvus Cellars - Tesla Destination,Walla Walla,WA,99362,Public,,2,,,,,
ELEC,Warm Springs Inn & Winery - Tesla Destination,Wenatchee,WA,98801,Public - Call ahead,,1,,,,,
ELEC,Cranberry Road Winery - Tesla Destination,Westport,WA,98595,Public,,3,,,,,
ELEC,Sun Mountain Lodge - Tesla Destination,Winthrop,WA,98862,Public,,3,,,,,
