Fuel Type Code,Station Name,City,State,ZIP,Groups With Access Code,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,,,,
ELEC,Willows Lodge - Tesla Destination,Woodinville,WA,98072,Public,,5,,,,,
ELEC,Holiday Inn Downtown Yakima - Tesla Destination,Yakima,WA,98901,Public,,4,,,,,
ELEC,Legacy Villa,Vista Dr,WA,99019,Public,,2,,,,,
ELEC,Spokane Indians,Spokane Valley,WA,99202,Public,,2,,,,,
ELEC,Cle Elum Business Park - Tesla Supercharger,Cle Elum,WA,98922,Public,,,12,,,,
ELEC,Vancouver Mall - North,Vancouver,WA,98662,Public,,2,,,,,
ELEC,Midtown 21,Seattle,WA,98101,Public,,6,,,,,
ELEC,SRO SP2,Bellevue,WA,98006,Public,,2,,,,,
ELEC,SRO SP1,Bellevue,WA,98006,Public,,2,,,,,
ELEC,SRO ICC #1,Mercer Island,WA,98040,Public,,2,,,,,
ELEC,UNIVERSITYPLACE UP CH #3,University Place,WA,98466,Public,,2,,,,,
ELEC,UNIVERSITYPLACE UP CH #2,University Place,WA,98466,Public,,2,,,,,
ELEC,CLOVER PARK TEC BUILDING 24 #1,Lakewood,WA,98499,Public,,2,,,,,
ELEC,TACOMA PARKS EASTSIDE #2,Tacoma,WA,98404,Public,,1,,,,,
ELEC,JLR BELLEVUE DC FAST 01,Bellevue,WA,98005,Public,,,1,,,,
ELEC,ALLEN INSTITUTE SOUTH,Seattle,WA,98109,Public,,2,,,,,
ELEC,European Autohaus,Spokane,WA,99224,Public,,2,,,,,
ELEC,RED 160,Redmond,WA,98052,Public,,1,,,,,
ELEC,TPU TPU HQ #8,Tacoma,WA,98409,Public,,2,,,,,
ELEC,PACIFIC LUTH U STATION 3,Tacoma,WA,98447,Public,,2,,,,,
ELEC,PACIFIC LUTH U STATION 2,Tacoma,WA,98447,Public,,2,,,,,
ELEC,SIA ECO 2,Spokane,WA,99224,Public,,2,,,,,
ELEC,TPU TPU OLD TOWN #2,Tacoma,WA,98403,Public,,2,,,,,
ELEC,INTEGRAND TROVE,Bellingham,WA,98225,Public,,2,,,,,
ELEC,521606-CIVICA OFFICE COMMONS,BELLEVUE,WA,98004,Public,,4,,,,,
ELEC,T-MOBILE PARK GRIFFEY,Seattle,WA,98134,Public,,1,,,,,
ELEC,King County Housing Authority - Main Office,Tukwila,WA,98188,Public,,1,,,,,
ELEC,"Walmart 2539 - Spokane Valley, WA",Spokane Valley,WA,99037,Public,,,8,,,,
ELEC,North Bend Premium Outlets,North Bend,WA,98045,Public,,,4,,,,
ELEC,Walmart 2947 Vancouver,Vancouver,WA,98665,Public,,,6,,,,
ELEC,3rd Street Parking,Yakima,WA,98901,Public,,2,,,,,
ELEC,SKAGITYMCA ONE,Mount Vernon,WA,98273,Public,,2,,,,,
ELEC,Fred Meyer - Tesla Supercharger,Monroe,WA,98272,Public,,,12,,,,
ELEC,Blue Mountain Station - Tesla Destination,Dayton,WA,99328,Public,,3,,,,,
ELEC,Washington Athletic Club Garage - Tesla Destination,Seattle,WA,98101,Public,,5,,,,,
ELEC,Hotel Interurban - Tesla Destination,Tukwila,WA,98188,Public,,4,,,,,
ELEC,Patterson Cellars - Tesla Destination,Woodinville,WA,98072,Public,,2,,,,,
ELEC,LINCOLN SQUARE LS NORTH DUAL 4,Bellevue,WA,98004,Public,,2,,,,,
ELEC,188 BLAINE ATRIUM4,Seattle,WA,98102,Public,,2,,,,,
ELEC,188 BLAINE ATRIUM3,Seattle,WA,98102,Public,,2,,,,,
ELEC,BELLEVUE PLACE BELL PLACE #2,Bellevue,WA,98004,Public,,2,,,,,
ELEC,DAY 1 SEA29 P3 005,Seattle,WA,98109,Public,,1,,,,,
ELEC,STA West Plains,Spokane,WA,99201,Public,,2,1,,,,
ELEC,STCU,Liberty Lake,WA,99019,Public,,2,,,,,
ELEC,BELLEVUE SQUARE BELL SQ WEST #4,Bellevue,WA,98004,Public,,2,,,,,
ELEC,BELLEVUE SQUARE BELL SQ WEST #3,Bellevue,WA,98004,Public,,2,,,,,
ELEC,BELLEVUE SQUARE BELL SQ WEST #2,Bellevue,WA,98004,Public,,2,,,,,
ELEC,"Walmart 2596 - Mount Vernon, WA",Mount Vernon,WA,98273,Public,,,4,,,,
ELEC,Lake Quinault Lodge,Quinault,WA,98575,Public,,2,,,,,
ELEC,"Target T2290 - Renton, WA",Renton,WA,98057,Public,,1,3,,,,
ELEC,Parklands North Creek - Building Q,Bothell,WA,98011,Public,,2,,,,,
ELEC,"Target T0338 - Lynnwood, WA",Lynnwood,WA,98037,Public,,1,3,,,,
ELEC,CM80 STATION 1,Lakewood,WA,98498,Public,,2,,,,,
ELEC,"Walmart 3531 - Lacey, WA",Lacey,WA,98516,Public,,,6,,,,
ELEC,The Hanger - Kenmore,Kenmore,WA,98028,Public,,1,,,,,
ELEC,VALLEY MED CTR NE GARAGE #4,Renton,WA,98055,Public,,2,,,,,
ELEC,VALLEY MED CTR NE GARAGE #2,Renton,WA,98055,Public,,2,,,,,
ELEC,DAY 1 SEA23 P1 001,Seattle,WA,98109,Public,,2,,,,,
ELEC,HOFM SHOP02,Marysville,WA,98271,Public,,1,,,,,
ELEC,"Walmart 5073 - Covington, WA",Covington,WA,98042,Public,,1,3,,,,
ELEC,Seattle Premium Outlets,Tulalip,WA,98271,Public,,,4,,,,
ELEC,Three Rivers Mall,Kelso,WA,98626,Public,,,4,,,,
ELEC,"Walmart 4137 - Tacoma, WA",Tacoma,WA,98405,Public,,1,3,,,,
ELEC,"Walmart 2269 - Yakima, WA",Yakima,WA,98901,Public,,,4,,,,
ELEC,Vancouver Mall - Southeast,Vancouver,WA,98662,Public,,2,,,,,
ELEC,Vancouver Mall - Ulta,Vancouver,WA,98662,Public,,2,,,,,
ELEC,Whole Foods Bellingham,Bellingham,WA,98229,Public - Card key at all times,,,2,,,,
ELEC,LONE WOLF H-D DCFAST HOG,Spokane Valley,WA,99016,Public,,,1,,,,
ELEC,CHINA CITY N CHINA CITY #2,Freeland,WA,98249,Public,,2,,,,,
ELEC,HARLEY1 DCFAST HOG,Lynnwood,WA,98037,Public,,,1,,,,
ELEC,DESTINATION DCFAST HOG,Fife,WA,98424,Public,,,1,,,,
ELEC,CHINA CITY N CHINA CITY #1,Oak Harbor,WA,98277,Public,,2,,,,,
ELEC,MEYDENBAUER PARKING LOT,Bellevue,WA,98004,Public,,2,,,,,
ELEC,EASTSIDE HD DCFAST HOG,Bellevue,WA,98005,Public,,,1,,,,
ELEC,PERMANENTE KP PUYALLUP #4,Puyallup,WA,98374,Public,,2,,,,,
ELEC,PERMANENTE KPP #3,Puyallup,WA,98374,Public,,2,,,,,
ELEC,DAY 1 REINVENT5,Seattle,WA,98121,Public,,2,,,,,
ELEC,CBRE1 URBAN COM #1,Kirkland,WA,98033,Public,,2,,,,,
ELEC,LAKEVIEW L&P 1 LLP 1,Lakewood,WA,98499,Public,,2,,,,,
ELEC,BWP VANCOUVER FISHERS LANDING,Vancouver,WA,98683,Public,,2,,,,,
ELEC,CENTER PLAZA FEDERAL WAY 3,Federal Way,WA,98003,Public,,2,,,,,
ELEC,VIDA APARTMENTS VIDA 1,Seattle,WA,98115,Public,,2,,,,,
ELEC,Orcas Village Park and Ride,Orcas,WA,98280,Public,,1,1,,,,
ELEC,Chehalis Commerce District,Chehalis,WA,98532,Public - Card key at all times,,2,1,,,,
ELEC,Kohl’s - Vancouver SE,Vancouver,WA,98684,Public,,2,,,,,
ELEC,COLLEGE HALL MUSIC HALL,Spokane,WA,99202,Public,,2,,,,,
ELEC,Gonzaga Fast,SPOKANE,WA,99201,Public,,,1,,,,
ELEC,Dupont Center - Ace Hardware,DuPont,WA,98327,Public - Card key at all times,,2,2,,,,
ELEC,"Walmart 3053 - Everett, WA",Everett,WA,98208,Public,,,10,,,,
ELEC,Cow Creek Mercantile,Ritzville,WA,99169,Public,,,4,,,,
ELEC,HASCO STATION 01,Everett,WA,98204,Public,,2,,,,,
ELEC,EDMONDSNISSAN CAMPBELL NORTH,Edmonds,WA,98026,Public,,,1,,,,
ELEC,"Walmart 5462 - Vancouver, WA",Vancouver,WA,98683,Public,,1,3,,,,
ELEC,UDR ISLAND SQ APT 1,Mercer Island,WA,98040,Public,,2,,,,,
ELEC,SeaTac Cell Phone Parking Lot,Seattle,WA,98188,Public - Card key at all times,,,2,,,,
ELEC,Revision Marine,Port Townsend,WA,98368,Public,,1,,,,,
ELEC,DC CORRIDOR WOODLAND ZOO DC,Seattle,WA,98103,Public,,,1,,,,
ELEC,Capital Mall - REI,Olympia,WA,98502,Public,,2,,,,,
ELEC,Capital Mall - North Entrance,Olympia,WA,98502,Public,,2,,,,,
ELEC,Capital Mall - Best Buy,Olympia,WA,98502,Public,,2,,,,,
ELEC,Westfield Southcenter Mall,Tukwila,WA,98188,Public,,3,,,,,
ELEC,AMC Factoria 8,Bellevue,WA,98006,Public,,2,,,,,
ELEC,Broadway Market,Seattle,WA,98102,Public,,2,,,,,
ELEC,The Terminal at Ballard,Seattle,WA,98107,Public,,2,,,,,
ELEC,Safeway,Seattle,WA,98115,Public,,2,,,,,
ELEC,AMC Loews Oak Tree 6,Seattle,WA,98133,Public,,2,,,,,
ELEC,Sammamish Highlands,Sammamish,WA,98074,Public,,2,,,,,
ELEC,Pine Lake Village,Sammamish,WA,98075,Public,,2,,,,,
ELEC,Grand Ridge Plaza Regal Theater,Issaquah,WA,98029,Public,,2,,,,,
ELEC,Kitsap Mall - Dick’s Sporting Goods,Silverdale,WA,98383,Public,,2,,,,,
ELEC,Kitsap Mall - Kohl’s,Silverdale,WA,98383,Public,,2,,,,,
ELEC,SCH CURE P1 #5,Seattle,WA,98101,Public,,2,,,,,
ELEC,"Target T1331 - Lake Stevens, WA",Lake Stevens,WA,98258,Public,,1,6,,,,
ELEC,JET CITY HARLEY DC FAST HOG,Renton,WA,98057,Public,,,1,,,,
ELEC,Simon Northgate Mall,Seattle,WA,98125,Public,,1,3,,,,
ELEC,Ridgewood Corporate Square Building G,Bellevue,WA,98007,Public,,2,,,,,
ELEC,KENT YMCA KENT YMCA #2,Kent,WA,98030,Public,,2,,,,,
ELEC,KENT YMCA KENT YMCA #3,Kent,WA,98030,Public,,2,,,,,
ELEC,KENT YMCA KENT YMCA #1,Kent,WA,98030,Public,,2,,,,,
ELEC,MARYSVILLE TYTA STATION 01,Marysville,WA,98271,Public,,2,,,,,
ELEC,"Target T0627 - Tukwila, WA",Tukwila,WA,98188,Public,,,5,,,,
ELEC,COMMUNITY HOUSE COMMUNITY #2,Tacoma,WA,98405,Public,,1,,,,,
ELEC,"Target T0996 - Issaquah, WA",Issaquah,WA,98027,Public,,1,3,,,,
ELEC,UDR CHARGER 4,Bellevue,WA,98004,Public,,2,,,,,
ELEC,KW RADIUS RADIUS 1,Seattle,WA,98109,Public,,2,,,,,
ELEC,UDR ISLAND SQ APT 2,Mercer Island,WA,98040,Public,,2,,,,,
ELEC,Ridgewood Corporate Square Building F,Bellevue,WA,98005,Public,,2,,,,,
ELEC,Ridgewood Corporate Square Building D,Bellevue,WA,98007,Public,,2,,,,,
ELEC,EASTGATE OFFICE EASTGATE GARAGE,Bellevue,WA,98007,Public,,2,,,,,
ELEC,Bella Tess Apartments,Spokane,WA,99216,Public,,2,,,,,
ELEC,Wingate by Wyndham Spokane Airport,Spokane,WA,99224,Public,,2,,,,,
ELEC,"Walmart 5628 - Monroe, WA",Monroe,WA,98272,Public,,1,3,,,,
ELEC,CFC Cordata,Bellingham,WA,98226,Public,,2,,,,,
ELEC,"Bellingham 1, LLP",Bellingham,WA,98226,Public,,1,,,,,
ELEC,CFC Holly ST Lot,Bellingham,WA,98225,Public,,2,,,,,
ELEC,Railroad Avenue South Lot,Bellingham,WA,98225,Public,,2,,,,,
ELEC,Western Washington University,Bellingham,WA,98225,Public,,6,,,,,
ELEC,Sinkiuse Square,Moses Lake,WA,98837,Public,,2,,,,,
ELEC,"Walgreens - Anacortes, WA #7131",Anacortes,WA,98221,Public,,1,,,,,
ELEC,1203 Parking Lot,Anacortes,WA,98221,Public,,1,,,,,
ELEC,Island Hospital Behind M.O.B. Building,Anacortes,WA,98221,Public,,1,,,,,
ELEC,Hotel lndigo Everett,Everett,WA,98201,Public,,4,,,,,
ELEC,"Walgreens - Everett, WA #5598",Everett,WA,98203,Public,,1,,,,,
ELEC,Light House Park,Mukilteo,WA,98275,Public,,3,,,,,
ELEC,"Walgreens - Everett, WA #4730",Everett,WA,98208,Public,,1,,,,,
ELEC,Valley Supply - Woodinville,Woodinville,WA,98072,Public,,1,,,,,
ELEC,"Walgreens - Lynnwood, WA #6302",Lynnwood,WA,98037,Public,,1,,,,,
ELEC,"Walgreens - Bothell, WA #6614",Bothell,WA,98201,Public,,1,,,,,
ELEC,Canyon Park Office Park,Bothell,WA,98021,Public,,2,,,,,
ELEC,Monte Villa,Bothell,WA,98021,Public,,2,,,,,
ELEC,"531632: MR Creekside, LLC",Lynnwood,WA,98036,Public,,6,,,,,
ELEC,Public Safety #3,Edmonds,WA,98020,Public,,1,,,,,
ELEC,Public Safety #4,Edmonds,WA,98020,Public,,1,,,,,
ELEC,Main Street #5,Edmonds,WA,98020,Public,,1,,,,,
ELEC,City Hall #2,Edmonds,WA,98020,Public,,1,,,,,
ELEC,Willows A,Redmond,WA,98052,Public,,2,,,,,
ELEC,6th Ave #6,Edmonds,WA,98020,Public,,1,,,,,
ELEC,City Park #1,Edmonds,WA,98020,Public,,1,,,,,
ELEC,531605: Park East Business Park,Redmond,WA,98052,Public,,6,,,,,
ELEC,531606 : Willows Commerce Park - DigiPen,Redmond,WA,98052,Public,,6,,,,,
ELEC,"Walgreens - Shoreline, WA #4759",Shoreline,WA,98155,Public,,1,,,,,
ELEC,"Walgreens - Kirkland, WA #6258",Kirkland,WA,98034,Public,,1,,,,,
ELEC,"Walgreens - Kirkland, WA #4156",Kirkland,WA,98033,Public,,1,,,,,
ELEC,Array Apartments,Seattle,WA,98125,Public,,1,,,,,
ELEC,Whitman College,Walla Walla,WA,99362,Public,,2,,,,,
ELEC,Sequim City/ Clallam PUD,Sequim,WA,98382,Public,,2,,,,,
ELEC,"Walgreens - Seattle, WA #4157",Seattle,WA,98125,Public,,1,,,,,
ELEC,Cochran Main Office,Seattle,WA,98133,Public,,4,,,,,
ELEC,"Walgreens - Bellevue, WA #3662",Bellevue,WA,98005,Public,,1,,,,,
ELEC,South Building,Seattle,WA,98133,Public,,1,,,,,
ELEC,North Building,Seattle,WA,98133,Public,,1,,,,,
ELEC,Plaza East,Bellevue,WA,98004,Public,,2,,,,,
ELEC,929 Office Tower,Bellevue,WA,98004,Public,,6,,,,,
ELEC,Discovery West Apartments,Issaquah,WA,98029,Public,,3,,,,,
ELEC,Bellevue Corporate Plaza,Bellevue,WA,98004,Public,,2,,,,,
ELEC,Swedish Medical Center Issaquah Campus,Issaquah,WA,98027,Public,,3,,,,,
ELEC,Tower 333,Bellevue,WA,98004,Public,,2,,,,,
ELEC,531607 : Centre 425 / Everest,Bellevue,WA,98004,Public,,6,,,,,
ELEC,Venn at Main Apartments,Bellevue,WA,98004,Public,,4,,,,,
ELEC,Legacy Partners Commercial,Mercer Island,WA,98040,Public,,2,,,,,
ELEC,Sunset North,Bellevue,WA,98005,Public,,6,,,,,
ELEC,531614 :Sunset Corporate Campus,Bellevue,WA,98005,Public,,6,,,,,
ELEC,Sunset Corporate Campus,Bellevue,WA,98005,Public,,4,,,,,
ELEC,The Commons at Ballard,Seattle,WA,98107,Public,,8,,,,,
ELEC,WSU Wine Science,Richland,WA,99354,Public,,1,,,,,
ELEC,"Walgreens - Mercer Island, WA #3733",Mercer Island,WA,98040,Public,,1,,,,,
ELEC,Central Co-op,Seattle,WA,98122,Public,,4,,,,,
ELEC,531613 - 1000-1100 Dexter Avenue N,Seattle,WA,98109,Public,,6,,,,,
ELEC,Juxt,Seattle,WA,98109,Public,,4,,,,,
ELEC,531620 : Centre 425/Everest,Seattle,WA,98109,Public,,6,,,,,
ELEC,Troy Block,Seattle,WA,98109,Public,,6,,,,,
ELEC,431602 : Kinects Tower - 1823 Minor Avenue,Seattle,WA,98101,Public,,3,,,,,
ELEC,Tilt49 Realty LLC,Seattle,WA,98101,Public,,4,,,,,
ELEC,Hill 7 Station,Seattle,WA,98101,Public,,7,,,,,
ELEC,1007 Stewart Street,Seattle,WA,98101,Public,,4,,,,,
ELEC,531628 : 2201 Westlake,Seattle,WA,98109,Public,,6,,,,,
ELEC,531622 : 818 Stewart Street Holdco LLC,Seattle,WA,98101,Public,,6,,,,,
ELEC,818 Stewart Street Holdco LLC,Seattle,WA,98101,Public,,4,,,,,
ELEC,1918 Eight Avenue Holdco LLC,Seattle,WA,98101,Public,,6,,,,,
ELEC,531623 : 1918 Eight Avenue Holdco LLC,Seattle,WA,98101,Public,,4,,,,,
ELEC,531604 : 600 Broadway,Seattle,WA,98122,Public,,6,,,,,
ELEC,531616 - Marion & Minor Garage,Seattle,WA,98104,Public,,6,,,,,
ELEC,1600 Seventh,Seattle,WA,98191,Public,,3,,,,,
ELEC,Queen Anne Square,Seattle,WA,98119,Public,,2,,,,,
ELEC,Washington State Convention Center Parking Garage,Seattle,WA,98101,Public,,4,,,,,
ELEC,Dimension Seattle,Seattle,WA,98121,Public,,2,,,,,
ELEC,101 Elliott,Seattle,WA,98121,Public,,1,,,,,
ELEC,Market Place Tower,Seattle,WA,98121,Public,,1,,,,,
ELEC,"531612 : PRISA Market Place Tower WA, LLC c/o CBRE",Seattle,WA,98121,Public,,6,,,,,
ELEC,Inn At The Market,Seattle,WA,98101,Public,,1,,,,,
ELEC,1201 Third,Seattle,WA,98101,Public,,4,,,,,
ELEC,Pike Place Market,Seattle,WA,98101,Public,,9,,,,,
ELEC,Gateway Transit Center,Port Angeles,WA,98362,Public,,1,,,,,
ELEC,Level A,Seattle,WA,98104,Public,,2,,,,,
ELEC,Second and Seneca Tower,Seattle,WA,98101,Public,,4,,,,,
ELEC,"531603: 701 Pike Street (Seattle), LLC",Seattle,WA,98101,Public,,6,,,,,
ELEC,Millennium Tower,Seattle,WA,98104,Public,,2,,,,,
ELEC,City Investors XXIII LLC,Seattle,WA,98104,Public,,4,,,,,
ELEC,Union Station Parking Garage (#USPG),Seattle,WA,98134,Public,,4,,,,,
ELEC,Avalark Hawk Tower,Seattle,WA,98104,Public,,8,,,,,
ELEC,450 Alaskan Garage,Seattle,WA,98104,Public,,3,,,,,
ELEC,505 First Garage,Seattle,WA,98104,Public,,4,,,,,
ELEC,531610: Stadium Innovation Center,Seattle,WA,98134,Public,,6,,,,,
ELEC,"Walgreens - Renton, WA #7355",Renton,WA,98056,Public,,1,,,,,
ELEC,"Walgreens - Renton, WA #12497",Renton,WA,98059,Public,,1,,,,,
ELEC,"531621 : McKinstry, Co (Garage)",Seattle,WA,98134,Public,,6,,,,,
ELEC,"Walgreens - Bainbridge Island, WA #15673",Bainbridge Island,WA,98110,Public,,2,,,,,
ELEC,"Walgreens - Renton, WA #4627",Renton,WA,98056,Public,,1,,,,,
ELEC,"Walgreens - Seattle, WA #4898",Seattle,WA,98126,Public,,1,,,,,
ELEC,"Walgreens - Bremerton, WA #5912",Bremerton,WA,98310,Public,,1,,,,,
ELEC,Valley Supply - Silverdale,Silverdale,WA,98383,Public,,1,,,,,
ELEC,"Walgreens - Kent, WA #6304",Kent,WA,98042,Public,,1,,,,,
ELEC,"Walgreens - Des Moines, WA #9423",Des Moines,WA,98198,Public,,1,,,,,
ELEC,Muckleshoot Casino,Auburn,WA,98002,Public,,4,,,,,
ELEC,Auburn Corporate Center I,Auburn,WA,98001,Public,,2,,,,,
ELEC,"White River Property, LLC.",Auburn,WA,98002,Public,,1,,,,,
ELEC,Four Lakes Apartments,Auburn,WA,98092,Public,,2,,,,,
ELEC,Valley Supply - Puyallup,Puyallup,WA,98372,Public,,1,,,,,
ELEC,Copperline Apartments,Tacoma,WA,98407,Public,,2,,,,,
ELEC,531617 : Court C Parking Level - Charging Stations,Tacoma,WA,98402,Public,,4,,,,,
ELEC,"Walgreens - Tacoma, WA #7356",Tacoma,WA,98407,Public,,1,,,,,
ELEC,531609 : Pierce County Annex,Tacoma,WA,98409,Public,,6,,,,,
ELEC,"Walgreens - Tacoma, WA #9590",Tacoma,WA,98408,Public,,1,,,,,
ELEC,"Walgreens - Tacoma, WA #3581",Tacoma,WA,98444,Public,,1,,,,,
ELEC,"Walgreens - University Place, WA #3723",University Place,WA,98467,Public,,1,,,,,
ELEC,"Walgreens - Lakewood, WA #3514",Lakewood,WA,98499,Public,,1,,,,,
ELEC,Steilacoom EV Station,Steilacoom,WA,98388,Public,,1,,,,,
ELEC,DuPont Grocery Inc.,DuPont,WA,98327,Public,,2,,,,,
ELEC,Dupont Family Dentistry,DuPont,WA,98327,Public,,1,,,,,
ELEC,Nisqually Red Wind Casino,Olympia,WA,98513,Public,,4,,,,,
ELEC,Cornerstone,Lacey,WA,98503,Public,,2,,,,,
ELEC,Kalaloch Lodge,Forks,WA,98331,Public,,4,,,,,
ELEC,Shoalwater Bay Casino,Grayland,WA,98590,Public,,2,,,,,
ELEC,Hotel Cathlamet Rear Parking Lot,Cathlamet,WA,98612,Public,,1,,,,,
ELEC,Adrift Hotel,Long Beach,WA,98631,Public,,3,,,,,
ELEC,Mercy 1Transport,Vancouver,WA,98662,Public,,1,,,,,
ELEC,"Walgreens - Vancouver, Wa #5816",Vancouver,WA,98665,Public,,1,,,,,
ELEC,"Walgreens - Vancouver, WA #11653",Vancouver,WA,98661,Public,,1,,,,,
ELEC,431004 : The Reserve at CTC,Vancouver,WA,98683,Public,,4,,,,,
ELEC,"Walgreens - Vancouver, WA #10141",Vancouver,WA,98661,Public,,1,,,,,
ELEC,"Walgreens - Vancouver, WA #7226",Vancouver,WA,98664,Public,,1,,,,,
ELEC,Comfort Inn & Suites,Vancouver,WA,98660,Public,,2,,,,,
ELEC,Franklin IDE,Vancouver,WA,98661,Public,,2,,,,,
ELEC,SEHOME HS SEHOME HIGH #1,Bellingham,WA,98225,Public,,2,,,,,
ELEC,5TH AND BELL 5TH & BELL #2,Seattle,WA,98121,Public,,2,,,,,
ELEC,5TH AND BELL 5TH & BELL #1,Seattle,WA,98121,Public,,2,,,,,
ELEC,TRANS SERVICES DANA WEST,Pullman,WA,99163,Public,,2,,,,,
ELEC,"Fred Meyer 457 - Bothell, WA",Bothell,WA,98021,Public,,1,3,,,,
ELEC,Union Square - Tesla Supercharger,Seattle,WA,98101,Public,,,10,,,,
ELEC,Jake's Hiway 2 Sports,Gold Bar,WA,98251,Public,,3,,,,,
ELEC,Blue Lot,Tacoma,WA,98405,Public,,1,,,,,
ELEC,Yakima Garage,Tacoma,WA,98403,Public,,4,,,,,
ELEC,Hilton Garden Inn Bellevue,Bellevue,WA,98004,Public,,4,,,,,
ELEC,Lexington,Seattle,WA,98104,Public,,2,,,,,
ELEC,Seattle City Light S Service,Seattle,WA,98134,Public,,2,4,,,,
ELEC,DUAL EV STATION 5,Seattle,WA,98105,Public,,2,,,,,
ELEC,Kennewick Recharge,Kennewick,WA,99338,Public,,,2,,,,
ELEC,P1 Parking Level 1,Seattle,WA,98122,Public,,4,,,,,
ELEC,192nd West Lofts,Camas,WA,98607,Public,,11,,,,,
ELEC,The Outlet Collection - Tesla Supercharger,Auburn,WA,98001,Public,,,14,,,,
ELEC,TA Petro - Tesla Supercharger,North Bend,WA,98045,Public,,,8,,,,
ELEC,THURSTON COUNTY COURTHOUSE 1,Olympia,WA,98502,Public,,2,,,,,
ELEC,CCB CCB 1,Bellevue,WA,98004,Public,,2,,,,,
ELEC,Windermere Camano Island - Tesla Destination,Camano,WA,98282,Public,,4,,,,,
ELEC,Union Street Garage Destination Charging - Floor C - Tesla Destination,Seattle,WA,98101,Public,,10,,,,,
ELEC,Freehand Cellars - Tesla Destination,Wapato,WA,98951,Public,,1,,,,,
ELEC,Doubleback Winery - Tesla Destination,Walla Walla,WA,99362,Public - Call ahead,,1,,,,,
ELEC,Majestic Inn & Spa - Tesla Destination,Anacortes,WA,98221,Public,,2,,,,,
ELEC,Whitman College - Tesla Destination,Walla Walla,WA,99362,Public,,1,,,,,
ELEC,A Room With a View - Tesla Destination,Walla Walla,WA,99362,Public - Call ahead,,1,,,,,
ELEC,NPS OF WEN LLC STATION 1,East Wenatchee,WA,98802,Public,,1,,,,,
ELEC,Walgreens #7594,Auburn,WA,98002,Public,,2,,,,,
ELEC,Walgreens #7480,Auburn,WA,98002,Public,,2,,,,,
ELEC,Kohl's Lynnwood,Lynnwood,WA,98037,Public,,2,,,,,
ELEC,Alderwood Mall - JC Penney,Lynnwood,WA,98037,Public,,2,,,,,
ELEC,Lynnwood Convention Center,Lynnwood,WA,98036,Public,,4,,,,,
